36;2024-05-16;Web;App;neg;photo;vol;3-10 ans;tiers;1;faible;Auvergne-Rhône-Alpes;Web;Ras-le-bol, l'envoi des clichés échoue après trois essais, honnêtement ça bloque encore, merci de corriger vite.
37;2024-01-14;Android;Email;neu;parcours;catastrophe_naturelle;10+ ans;tous_risques;3;faible;Île-de-France;Téléphone;Pas terrible mais bon, les infos demandées se répètent entre les onglets, honnêtement j'ai réussi au final, ça manque de simplicité.
38;2024-08-28;Android;App;neu;authentification;collision;3-10 ans;tiers;3;forte;Pays de la Loire;Web;Pas terrible mais bon le mot de passe est refusé alors que mes identifiants sont bons bref ça passe mais c'est limite le support via.
39;2024-01-01;iOS;App;neg;photo;collision;3-10 ans;tous_risques;1;faible;Hauts-de-France;Email;Je suis déçu, je ne peux pas joindre les images même en 4G, honnêtement ça bloque encore, j'ai fini par appeler.
40;2024-07-27;Android;Agence;pos;lenteur;collision;10+ ans;tous_risques;5;faible;Auvergne-Rhône-Alpes;Téléphone;Très satisfait, les pages se figent à chaque clic depuis hier soir mais la résolution a été rapide, honnêtement le suivi était clair, service efficace.
41;2024-07-31;Android;Web;neg;photo;bris_de_glace;10+ ans;tous_risques;2;moyenne;Occitanie;Web;Ras-le-bol, l'envoi des clichés échoue après trois essais malgré plusieurs essais, franchement rien n'avance, j'ai fini par appeler.
42;2024-01-23;Android;App;pos;lenteur;catastrophe_naturelle;3-10 ans;tous_risques;4;faible;Île-de-France;Web;Nickel le dossier met trop longtemps à s'afficher au moment d'envoyer au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme.
43;2024-08-28;iOS;App;neu;lenteur;collision;1-3 ans;tous_risques;3;faible;Bourgogne-Franche-Comté;Web;C'est mitigé, les pages se figent à chaque clic à chaque étape, et j'ai réussi au final, ça manque de simplicité.
44;2024-02-16;Android;App;neu;authentification;collision;3-10 ans;jeune_conducteur;3;faible;Pays de la Loire;App;Globalement ça va, la reconnaissance Face ID échoue sur l'espace client, donc j'ai dû m'y reprendre, j'attends une amélioration.
45;2024-02-10;iOS;App;neu;lenteur;bris_de_glace;1-3 ans;tous_risques;3;faible;Grand Est;Email;C'est mitigé, les pages se figent à chaque clic au moment d'envoyer, donc ça passe mais c'est limite, j'attends une amélioration.
46;2024-12-19;Android;Web;neg;lenteur;collision;1-3 ans;tous_risques;2;forte;Auvergne-Rhône-Alpes;Agence;Je suis déçu, ça mouline sans fin sur la validation finale et je perds tout, alors ça bloque encore, merci de corriger vite.
47;2024-05-26;iOS;App;neu;photo;collision;1-3 ans;tous_risques;3;moyenne;PACA;App;Pas terrible mais bon, la caméra ne s'ouvre pas même en 4G, et ça passe mais c'est limite, le support via app a aidé.
48;2024-05-31;Android;App;neg;bug;incendie;1-3 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;Téléphone;Je suis déçu, un message d'erreur apparaît quand j'ouvre le dossier malgré plusieurs essais, bref rien n'avance, j'espère que ça ira mieux.
49;2024-12-11;Web;Email;neu;lenteur;vol;0-1 an;tous_risques;3;faible;PACA;Téléphone;C'est mitigé, le dossier met trop longtemps à s'afficher sur la validation finale, bref j'ai dû m'y reprendre, le support via téléphone a aidé.
50;2024-06-16;Web;App;neg;bug;catastrophe_naturelle;1-3 ans;tous_risques;1;faible;Île-de-France;Agence;Très mécontent, l'application plante dès que je passe à l'étape suivante, du coup je perds un temps fou, merci quand même.
51;2024-10-03;Android;Web;neg;lenteur;collision;3-10 ans;tous_risques;2;faible;Nouvelle-Aquitaine;Web;C'est inadmissible, le site rame énormément au moment d'envoyer et je perds tout, mais ça bloque encore, c'est pas sérieux.
52;2024-08-20;Android;App;neu;complexité;collision;1-3 ans;pro;3;moyenne;Auvergne-Rhône-Alpes;Téléphone;Globalement ça va, c'est trop technique pour un petit impact, du coup ça passe mais c'est limite, le support via téléphone a aidé.
53;2024-03-15;Web;App;neu;photo;incendie;0-1 an;tous_risques;3;moyenne;Hauts-de-France;App;Ça pourrait être mieux, l'envoi des clichés échoue à la fin du formulaire, donc j'ai dû m'y reprendre, le support via app a aidé.
54;2024-09-19;iOS;App;neg;parcours;bris_de_glace;10+ ans;tous_risques;2;faible;Bourgogne-Franche-Comté;App;Je suis déçu, les infos demandées se répètent quand il faut choisir le garage malgré plusieurs essais, franchement ça bloque encore, merci quand même.
55;2024-02-03;Android;Web;neg;parcours;collision;3-10 ans;tiers;2;faible;PACA;Email;Ras-le-bol, les boutons ne sont pas clairs entre les onglets malgré plusieurs essais, du coup rien n'avance, bonne journée.
56;2024-02-18;Android;App;neg;complexité;bris_de_glace;3-10 ans;tiers;1;faible;Île-de-France;Téléphone;Très mécontent, les justificatifs demandés sont trop nombreux pour avancer et je perds tout, et ça bloque encore, c'est pas sérieux.
57;2024-08-04;Web;Web;pos;parcours;collision;3-10 ans;tiers;5;faible;Île-de-France;Téléphone;Très satisfait, on tourne en rond dans les écrans pour une simple déclaration mais la résolution a été rapide.
58;2024-12-21;Android;App;neu;photo;collision;0-1 an;jeune_conducteur;3;moyenne;Nouvelle-Aquitaine;App;Globalement ça va, le scan des documents tourne en rond à la fin du formulaire, mais ça passe mais c'est limite, j'attends une amélioration.
59;2024-06-15;iOS;Web;neg;photo;collision;3-10 ans;tous_risques;2;faible;Occitanie;Web;Très mécontent, je ne peux pas joindre les images pendant la déclaration, du coup je perds un temps fou, bonne journée.
60;2024-09-26;iOS;App;neg;parcours;collision;1-3 ans;tiers;1;moyenne;Auvergne-Rhône-Alpes;App;Franchement, les infos demandées se répètent sur le récapitulatif, franchement je perds un temps fou, j'ai fini par appeler.
61;2024-02-06;Android;Web;neg;lenteur;collision;1-3 ans;tous_risques;2;moyenne;Occitanie;App;Très mécontent, le chargement est interminable au moment d'envoyer malgré plusieurs essais, donc ça bloque encore, c'est pas sérieux.
62;2024-10-28;Android;App;pos;bug;collision;3-10 ans;tiers;4;faible;Auvergne-Rhône-Alpes;Téléphone;Très satisfait ça me déconnecte tout seul sur la dernière étape au début puis tout s'est débloqué rapidement donc le suivi était clair continuez comme.
63;2024-11-17;iOS;Web;neu;lenteur;catastrophe_naturelle;3-10 ans;tous_risques;3;moyenne;Bretagne;Web;Ça pourrait être mieux, le site rame énormément sur la validation finale, mais ça passe mais c'est limite, ça manque de simplicité.
64;2024-09-16;Android;App;neg;lenteur;collision;3-10 ans;pro;1;moyenne;Occitanie;Web;Ras-le-bol, le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout, et ça bloque encore, j'ai fini par appeler.
65;2024-02-01;Android;Web;neu;complexité;collision;3-10 ans;tiers;3;moyenne;Centre-Val de Loire;Web;Pas terrible mais bon, c'est trop technique pour un petit impact, bref ça passe mais c'est limite, j'attends une amélioration.
66;2024-11-19;iOS;App;neg;parcours;collision;3-10 ans;tous_risques;1;faible;Hauts-de-France;App;Franchement, on tourne en rond dans les écrans sur la partie indemnisation et je perds tout, franchement ça bloque encore, ça devient pénible.
67;2024-03-06;iOS;Web;neu;parcours;bris_de_glace;3-10 ans;tous_risques;3;faible;Nouvelle-Aquitaine;App;Globalement ça va, le parcours est confus sur la partie indemnisation, honnêtement j'ai réussi au final, le support via app a aidé.
68;2024-09-16;iOS;Web;pos;photo;collision;3-10 ans;tiers;5;faible;Auvergne-Rhône-Alpes;Téléphone;Merci, les photos restent en attente sur l'étape des justificatifs mais la résolution a été rapide, honnêtement j'ai eu une réponse rapide, service efficace.
69;2024-08-17;Android;App;pos;bug;catastrophe_naturelle;1-3 ans;tous_risques;5;faible;Auvergne-Rhône-Alpes;App;Très satisfait le bouton valider ne fait rien après la mise à jour et j'ai pu finaliser sans stress donc le suivi était clair continuez.
70;2024-09-21;Web;App;neu;photo;catastrophe_naturelle;0-1 an;tous_risques;3;forte;Auvergne-Rhône-Alpes;Web;C'est mitigé, l'envoi des clichés échoue à la fin du formulaire, franchement ça passe mais c'est limite, ça manque de simplicité.
71;2024-04-24;Android;Téléphone;neu;parcours;vol;0-1 an;tiers;3;moyenne;PACA;App;C'est mitigé, les boutons ne sont pas clairs quand il faut choisir le garage, honnêtement j'ai réussi au final, le support via app a aidé.
72;2024-11-07;iOS;App;neg;photo;collision;1-3 ans;tous_risques;2;faible;Bretagne;Web;Franchement, les photos restent en attente à la fin du formulaire malgré plusieurs essais, du coup je perds un temps fou, merci de corriger vite.
73;2024-12-06;iOS;App;neg;complexité;bris_de_glace;3-10 ans;tous_risques;1;faible;Occitanie;Web;C'est inadmissible, la procédure est trop longue juste pour une info, et je perds un temps fou, j'ai fini par appeler.
74;2024-06-19;Android;App;neg;parcours;vol;3-10 ans;pro;2;moyenne;Pays de la Loire;App;Franchement, les infos demandées se répètent pour une simple déclaration, alors rien n'avance, merci de corriger vite.
75;2024-10-05;Android;App;neu;photo;incendie;0-1 an;tous_risques;3;faible;Pays de la Loire;Web;Ça pourrait être mieux je ne peux pas joindre les images même en 4G honnêtement ça passe mais c'est limite le support via web a.
76;2024-09-22;Android;App;neg;lenteur;catastrophe_naturelle;1-3 ans;tiers;1;faible;Grand Est;App;Franchement le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout franchement je perds un temps fou c'est pas.
77;2024-11-10;Web;App;pos;complexité;collision;3-10 ans;tous_risques;4;forte;Île-de-France;Web;Merci, on me demande des infos impossibles pour un sinistre simple au début, puis tout s'est débloqué rapidement.
78;2024-08-18;Web;App;neu;parcours;bris_de_glace;1-3 ans;tous_risques;3;faible;Île-de-France;Téléphone;C'est mitigé, les infos demandées se répètent entre les onglets, franchement ça passe mais c'est limite, j'attends une amélioration.
79;2024-12-21;Web;App;neg;authentification;collision;10+ ans;tous_risques;1;moyenne;Bourgogne-Franche-Comté;Agence;Très mécontent, ça bloque sur l'authentification depuis plusieurs tentatives et je perds tout, mais je perds un temps fou, je vais réessayer plus tard.
80;2024-11-22;Android;App;neg;complexité;vol;1-3 ans;tous_risques;2;moyenne;Nouvelle-Aquitaine;Téléphone;Je suis déçu, c'est trop technique pour un petit impact malgré plusieurs essais, mais je perds un temps fou, merci quand même.
81;2024-02-07;Android;App;neg;lenteur;collision;0-1 an;jeune_conducteur;1;moyenne;Île-de-France;Web;C'est inadmissible, le chargement est interminable depuis ce matin, donc rien n'avance, c'est pas sérieux.
82;2024-09-22;Web;Web;neg;parcours;bris_de_glace;0-1 an;tiers;1;faible;Île-de-France;Email;Très mécontent, le parcours est confus entre devis et sinistre, bref rien n'avance, ça devient pénible.
83;2024-11-29;Android;Web;neu;photo;incendie;3-10 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Téléphone;C'est mitigé, je ne peux pas joindre les images pendant la déclaration, honnêtement j'ai dû m'y reprendre, le support via téléphone a aidé.
84;2024-06-23;iOS;App;neu;bug;incendie;10+ ans;tiers;3;faible;Hauts-de-France;App;Ça pourrait être mieux un message d'erreur apparaît dès que je passe à l'étape suivante alors j'ai réussi au final le support via app a.
85;2024-11-11;Android;Email;pos;bug;catastrophe_naturelle;3-10 ans;tiers;4;faible;Hauts-de-France;Web;Merci, ça me déconnecte tout seul après la mise à jour mais la résolution a été rapide, et tout est bien expliqué, continuez comme ça.
86;2024-09-10;iOS;Web;neu;photo;collision;0-1 an;tiers;3;faible;Nouvelle-Aquitaine;Web;Globalement ça va, la caméra ne s'ouvre pas au moment de valider, et ça passe mais c'est limite, ça manque de simplicité.
87;2024-10-08;Android;Email;neu;photo;catastrophe_naturelle;1-3 ans;tous_risques;3;faible;Bourgogne-Franche-Comté;Téléphone;C'est mitigé, l'ajout des photos bloque après trois essais, franchement j'ai réussi au final, le support via téléphone a aidé.
88;2024-08-21;Android;Téléphone;neg;complexité;collision;1-3 ans;tous_risques;2;moyenne;Occitanie;Web;Ras-le-bol, on me demande des infos impossibles avant de valider, alors je perds un temps fou, c'est pas sérieux.
89;2024-12-18;iOS;Web;neg;parcours;catastrophe_naturelle;3-10 ans;tiers;1;moyenne;Île-de-France;Web;Franchement, je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage, donc ça bloque encore, ça devient pénible.
90;2024-07-30;iOS;App;neu;complexité;incendie;3-10 ans;tiers;3;faible;Auvergne-Rhône-Alpes;App;Pas terrible mais bon, je dois refaire plusieurs fois alors que j'ai déjà envoyé, franchement j'ai réussi au final, j'attends une amélioration.
91;2024-12-14;iOS;Web;neu;photo;collision;3-10 ans;tiers;3;forte;Auvergne-Rhône-Alpes;App;Pas terrible mais bon, l'ajout des photos bloque même en 4G, honnêtement ça passe mais c'est limite, j'attends une amélioration.
92;2024-05-27;Android;Web;neg;complexité;vol;10+ ans;jeune_conducteur;2;faible;Bourgogne-Franche-Comté;App;Ras-le-bol, on me demande des infos impossibles avant de valider, alors rien n'avance, je vais réessayer plus tard.
93;2024-11-11;iOS;App;neg;authentification;collision;1-3 ans;tiers;2;moyenne;Île-de-France;Téléphone;Ras-le-bol, le code SMS n'arrive pas après changement de téléphone et je perds tout, donc je perds un temps fou, merci quand même.
94;2024-05-26;iOS;Téléphone;neg;parcours;bris_de_glace;3-10 ans;pro;1;faible;Bretagne;Email;Franchement je ne comprends pas les étapes quand il faut choisir le garage et je perds tout honnêtement je perds un temps fou merci de.
95;2024-06-20;Android;Email;neg;lenteur;catastrophe_naturelle;10+ ans;tous_risques;1;moyenne;Nouvelle-Aquitaine;Téléphone;Je suis déçu, ça mouline sans fin au moment d'envoyer et je perds tout, donc je perds un temps fou, je vais réessayer plus tard.
96;2024-11-23;Web;Web;neg;photo;bris_de_glace;1-3 ans;tiers;2;forte;Île-de-France;App;C'est inadmissible, je ne peux pas joindre les images pendant la déclaration et je perds tout, bref ça bloque encore, merci de corriger vite.
97;2024-12-07;Android;App;neg;parcours;incendie;3-10 ans;tiers;1;moyenne;Bourgogne-Franche-Comté;App;Ras-le-bol, le parcours est confus entre devis et sinistre, donc je perds un temps fou, c'est pas sérieux.
98;2024-10-02;Web;Web;neu;parcours;bris_de_glace;3-10 ans;tous_risques;3;faible;Nouvelle-Aquitaine;Email;Globalement ça va, je ne comprends pas les étapes pour une simple déclaration, du coup j'ai réussi au final, j'attends une amélioration.
99;2024-10-25;iOS;Téléphone;neg;photo;collision;1-3 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Très mécontent, l'envoi des clichés échoue à la fin du formulaire, du coup rien n'avance, bonne journée.
100;2024-02-05;Web;App;neg;photo;collision;3-10 ans;tous_risques;2;faible;Normandie;Web;Très mécontent, je ne peux pas joindre les images au moment de valider, mais ça bloque encore, c'est pas sérieux.
101;2024-03-06;iOS;App;neg;photo;collision;3-10 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Je suis déçu, l'envoi des clichés échoue sur l'étape des justificatifs et je perds tout, mais je perds un temps fou, merci de corriger vite.
102;2024-08-16;iOS;Web;neg;bug;collision;1-3 ans;tiers;1;faible;Centre-Val de Loire;App;Très mécontent, ça boucle sur la même page sur mon téléphone et je perds tout, bref ça bloque encore, c'est pas sérieux.
103;2024-09-23;Android;App;neg;complexité;incendie;10+ ans;tous_risques;2;moyenne;Île-de-France;App;Très mécontent, je dois refaire plusieurs fois avant de valider malgré plusieurs essais, franchement ça bloque encore, bonne journée.
104;2024-10-02;Android;Web;neg;parcours;vol;10+ ans;tous_risques;2;moyenne;Île-de-France;App;Ras-le-bol, le parcours est confus sur la partie indemnisation malgré plusieurs essais, mais rien n'avance, j'ai fini par appeler.
105;2024-01-21;Web;App;neu;parcours;bris_de_glace;3-10 ans;jeune_conducteur;3;faible;Bourgogne-Franche-Comté;App;Ça pourrait être mieux, le parcours est confus sur le récapitulatif, mais j'ai réussi au final, ça manque de simplicité.
106;2024-10-09;Android;App;neg;parcours;collision;1-3 ans;jeune_conducteur;2;faible;Centre-Val de Loire;Web;C'est inadmissible, on tourne en rond dans les écrans entre devis et sinistre malgré plusieurs essais, bref rien n'avance, j'ai fini par appeler.
107;2024-10-26;iOS;App;neg;photo;collision;10+ ans;tous_risques;2;faible;Bretagne;Agence;Ras-le-bol, le scan des documents tourne en rond même en 4G, honnêtement ça bloque encore, c'est pas sérieux.
108;2024-10-04;Web;Email;neg;authentification;collision;3-10 ans;tiers;1;faible;Bretagne;App;Franchement, ça bloque sur l'authentification même après réinitialisation et je perds tout, et je perds un temps fou, c'est pas sérieux.
109;2024-09-04;iOS;App;neg;lenteur;collision;3-10 ans;tous_risques;2;faible;Pays de la Loire;Téléphone;Très mécontent, le site rame énormément depuis ce matin, mais rien n'avance, j'ai fini par appeler.
110;2024-07-22;Android;Email;neg;photo;bris_de_glace;1-3 ans;jeune_conducteur;1;moyenne;Bretagne;Téléphone;Ras-le-bol, la caméra ne s'ouvre pas au moment de valider et je perds tout, franchement je perds un temps fou, merci de corriger vite.
111;2024-08-10;iOS;App;pos;complexité;incendie;10+ ans;tiers;5;faible;Normandie;Téléphone;Très satisfait, la procédure est trop longue pour avancer mais la résolution a été rapide, et le suivi était clair, bravo à l'équipe.
112;2024-02-09;Android;Web;neg;authentification;bris_de_glace;3-10 ans;tous_risques;1;moyenne;PACA;App;Je suis déçu, ça bloque sur l'authentification depuis plusieurs tentatives malgré plusieurs essais, et rien n'avance, ça devient pénible.
113;2024-07-22;Web;App;neu;bug;collision;1-3 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Web;Globalement ça va, un message d'erreur apparaît dès que je passe à l'étape suivante, alors j'ai dû m'y reprendre, le support via web a aidé.
114;2024-11-20;Android;App;neg;photo;catastrophe_naturelle;1-3 ans;tous_risques;1;faible;Auvergne-Rhône-Alpes;Web;Je suis déçu, les photos restent en attente après trois essais, franchement rien n'avance, c'est pas sérieux.
115;2024-07-16;Android;App;neu;parcours;bris_de_glace;10+ ans;tiers;3;faible;PACA;App;Ça pourrait être mieux on tourne en rond dans les écrans sur la partie indemnisation alors j'ai réussi au final le support via app a.
116;2024-02-09;Android;Téléphone;neu;lenteur;bris_de_glace;3-10 ans;tiers;3;faible;Nouvelle-Aquitaine;Téléphone;Pas terrible mais bon, les pages se figent à chaque clic au moment d'envoyer, honnêtement ça passe mais c'est limite, ça manque de simplicité.
117;2024-12-21;Android;App;pos;complexité;collision;3-10 ans;tous_risques;4;faible;Auvergne-Rhône-Alpes;Téléphone;Très satisfait, la procédure est trop longue pour un sinistre simple et j'ai pu finaliser sans stress.
118;2024-05-29;Web;App;neu;bug;bris_de_glace;0-1 an;tiers;3;faible;Île-de-France;Web;Ça pourrait être mieux, un message d'erreur apparaît dès que je passe à l'étape suivante, honnêtement j'ai dû m'y reprendre, j'attends une amélioration.
119;2024-08-02;iOS;Web;neg;authentification;bris_de_glace;3-10 ans;tiers;1;moyenne;Nouvelle-Aquitaine;Web;C'est inadmissible, le code SMS n'arrive pas après changement de téléphone malgré plusieurs essais, franchement rien n'avance, merci de corriger vite.
120;2024-10-12;iOS;Web;neg;lenteur;vol;3-10 ans;tous_risques;2;forte;Occitanie;App;C'est inadmissible, le chargement est interminable depuis ce matin malgré plusieurs essais, donc je perds un temps fou, merci quand même.
121;2024-02-19;Android;Web;neg;photo;vol;0-1 an;jeune_conducteur;1;moyenne;Île-de-France;Agence;Très mécontent, l'ajout des photos bloque après trois essais, donc je perds un temps fou, bonne journée.
122;2024-04-04;Android;Web;neg;bug;incendie;1-3 ans;tous_risques;1;moyenne;Auvergne-Rhône-Alpes;Téléphone;Très mécontent, l'application plante sur mon téléphone, mais je perds un temps fou, c'est pas sérieux.
123;2024-09-07;iOS;Web;neg;parcours;bris_de_glace;1-3 ans;jeune_conducteur;1;moyenne;PACA;App;Franchement, je n'arrive pas à trouver où suivre mon sinistre entre les onglets malgré plusieurs essais, mais rien n'avance, j'ai fini par appeler.
124;2024-09-18;Android;Web;neg;lenteur;collision;3-10 ans;jeune_conducteur;1;moyenne;Occitanie;App;C'est inadmissible, l'app met des minutes à répondre sur la validation finale, et je perds un temps fou, j'espère que ça ira mieux.
